time	rss	kernel
0	1695744	0
11236739	6385664	0
21189330	9449472	0
31140740	11927552	0
41119567	13475840	0
51110806	14155776	0
61150685	14782464	0
71136364	14295040	0
81259187	14282752	0
91202109	15736832	0
101160412	15425536	0
111147113	14946304	0
121157174	13733888	0
131176580	13594624	0
141136291	13889536	0
151179451	15773696	0
161187210	15609856	0
171142684	15237120	0
181160478	14254080	0
191116130	13836288	0
201187545	14663680	0
211160044	15060992	0
221165049	13209600	0
231105834	12886016	0
241136463	12124160	0
251055613	12124160	0
261170520	12124160	0
271074756	12124160	0
281101476	12124160	0
291163839	12124160	0
301160558	11976704	0
311186876	11923456	0
321105029	11923456	0
331134436	14544896	0
341172142	28831744	0
351131041	42987520	0
361155982	55570432	0
371112788	69464064	0
381148280	81391616	0
391201785	94892032	0
401105551	108785664	0
411161439	122023936	0
421158630	135524352	0
431164496	144150528	0
441140684	149590016	0
451132802	157569024	0
461149604	167530496	0
471176923	181030912	0
481107112	195579904	0
491070532	202108928	0
501162699	204468224	0
511189348	204468224	0
521159459	204468224	0
531151391	204468224	0
541159463	206041088	0
551072579	214151168	0
561105866	225030144	0
571106021	225030144	0
581156131	225030144	0
591050252	225030144	0
601177931	225030144	0
611146522	225030144	0
621161175	225030144	0
631145180	225030144	0
641255610	224915456	0
651124431	224915456	0
661159365	224915456	0
671106148	226205696	0
681125957	226205696	0
691095343	226205696	0
701120951	226205696	0
711150286	226205696	0
721155101	235773952	0
731163939	238239744	0
741046578	240205824	0
751158926	240205824	0
761107858	240205824	0
771154740	240205824	0
781149521	240205824	0
791177813	240205824	0
801134486	240205824	0
811111170	240201728	0
821147336	240201728	0
831166482	240201728	0
841105499	240201728	0
851074651	240201728	0
861180292	240201728	0
871069948	240201728	0
881127406	240201728	0
891106256	240201728	0
901162592	240201728	0
911084358	240201728	0
921147471	240201728	0
931106503	240201728	0
941159212	240201728	0
951149524	240062464	0
961136854	240062464	0
971133927	240062464	0
981105349	240062464	0
991162995	240062464	0
1001105805	240062464	0
1011094654	240062464	0
1021106450	240062464	0
1031158266	240062464	0
1041165398	240062464	0
1051161360	240062464	0
1061098472	240062464	0
1071203207	240062464	0
1081206710	240062464	0
1091161278	240062464	0
1101163099	240062464	0
1111105399	240062464	0
1121160220	240062464	0
1131060209	240062464	0
1141197323	240062464	0
1151209789	240062464	0
1161171357	240062464	0
1171127479	240062464	0
1181178434	240062464	0
1191069932	240062464	0
1201102910	240062464	0
1211108296	240062464	0
1221138714	240062464	0
1231137858	240062464	0
1241268115	240062464	0
1251148249	240062464	0
1261138585	240062464	0
1271201346	240062464	0
1281162310	240062464	0
1291117607	240062464	0
1301134589	240062464	0
1311156120	240062464	0
1321159481	240062464	0
1331105637	240062464	0
1341167972	240062464	0
1351105443	240062464	0
1361165882	240062464	0
1371148635	240062464	0
1381180610	240062464	0
1391166198	240062464	0
1401143136	240062464	0
1411196573	240062464	0
1421105306	240062464	0
