time	rss	kernel
0	1703936	0
11027263	6848512	0
20981749	9703424	0
30965515	12165120	0
40913795	12066816	0
50985175	12201984	0
60954412	11964416	0
70936452	12177408	0
80974646	13582336	0
90997846	13946880	0
100972323	13422592	0
111030331	12886016	0
120980894	14135296	0
130952067	15032320	0
140914653	16433152	0
150991494	15663104	0
160902109	15265792	0
170964341	13705216	0
180964006	13524992	0
190950947	13537280	0
201032098	15491072	0
210907017	14344192	0
220946225	12865536	0
231038967	11964416	0
240998685	11964416	0
250954696	11943936	0
261023925	11943936	0
271042668	11943936	0
280984365	11943936	0
290957517	11935744	0
301016754	11853824	0
310939380	11853824	0
320948029	16572416	0
330926896	33742848	0
340946582	50257920	0
350926978	66117632	0
360875356	80404480	0
370906893	96657408	0
380947470	113082368	0
390956786	129335296	0
401038324	143171584	0
411011034	146513920	0
420944343	154886144	0
430860523	162586624	0
440932784	164958208	0
451033959	164958208	0
460940485	164958208	0
470951067	164958208	0
480944539	165220352	0
490925250	172175360	0
500942829	184098816	0
510915742	184066048	0
520971439	184066048	0
530987792	184061952	0
540875537	184061952	0
550945522	184061952	0
560867979	184061952	0
570929980	184061952	0
580848168	184061952	0
590968386	184061952	0
600944714	184061952	0
610968211	184061952	0
620927781	184061952	0
631036637	184061952	0
640948276	184979456	0
650923229	195272704	0
660976628	196059136	0
670942831	196059136	0
680905665	196055040	0
690988464	196055040	0
701059125	196055040	0
710945659	196055040	0
720900841	196055040	0
730977155	196055040	0
740897153	195960832	0
750942574	195960832	0
760881393	195960832	0
770905787	195960832	0
780977318	195960832	0
790946628	195960832	0
800946126	195960832	0
810946336	195866624	0
820907929	195866624	0
830987161	195866624	0
840904443	195866624	0
850957853	195866624	0
860963090	195866624	0
870908117	195866624	0
880961107	195866624	0
890978293	195866624	0
900922482	195866624	0
910929957	195866624	0
920969611	195866624	0
930964804	195866624	0
940962238	195866624	0
950925351	195866624	0
960959138	195866624	0
971030940	195743744	0
980946457	195743744	0
990974521	195698688	0
1000984372	195698688	0
1010986542	195698688	0
1020905864	195698688	0
1030990742	195698688	0
1040887240	195698688	0
1050964760	195698688	0
1060848861	195698688	0
1070851983	195698688	0
1080932279	195698688	0
1091035222	195698688	0
1100968923	195698688	0
1110945438	195698688	0
1120980228	195698688	0
1130949225	195698688	0
1140969740	195698688	0
1151000372	195698688	0
1160984400	195698688	0
1170955067	195698688	0
1180905477	195698688	0
1190951171	195698688	0
1200959215	195698688	0
1210907759	195698688	0
1220902276	195698688	0
1230976465	195698688	0
1240965769	195698688	0
1250907967	195698688	0
1260905416	195698688	0
1270968539	195698688	0
1280963079	195698688	0
1290993581	195698688	0
1300973943	195698688	0
1310941086	195690496	0
1320946287	195690496	0
1330947068	195690496	0
1340915711	195690496	0
1350921304	195690496	0
1360882935	195690496	0
1370977515	195690496	0
1380983001	195690496	0
1390955331	195690496	0
1400914037	195690496	0
1410966651	195690496	0
1420959754	195690496	0
1431014761	195690496	0
1440920535	195690496	0
1450981124	195690496	0
1460926405	195690496	0
1470928248	195690496	0
1480969248	195690496	0
1490958902	195690496	0
1500943114	195612672	0
1511010950	195612672	0
1520963029	195612672	0
1530976690	195612672	0
1540863477	195612672	0
1550907274	195612672	0
1560886551	195612672	0
1570979993	195612672	0
1580861924	195612672	0
1590970480	195612672	0
1600961070	195612672	0
1610976190	195612672	0
1620950120	195612672	0
1630948769	195612672	0
1640929133	195743744	0
1650972781	195743744	0
1660951078	195743744	0
1670952951	195743744	0
1680916614	195743744	0
1690906849	195743744	0
1700975782	195743744	0
1710968018	195743744	0
1720906542	195743744	0
1730908295	195743744	0
1740903009	195743744	0
1750906772	195743744	0
1760908299	195743744	0
1770984335	195743744	0
1780999509	195743744	0
1790969809	195743744	0
1800950984	195743744	0
1810951963	195743744	0
1820968040	195743744	0
1830949652	195743744	0
1840964857	195743744	0
1850956570	195743744	0
1860955454	195743744	0
1870970420	195743744	0
1880870064	195743744	0
1890937407	195743744	0
1900967124	195743744	0
1910863722	195743744	0
1920910585	195743744	0
1930958668	195743744	0
1940966655	195743744	0
1950945878	195743744	0
1960967695	195743744	0
1970951332	195743744	0
1980980309	195743744	0
1990948953	195641344	0
2000948652	196034560	0
2010944363	196034560	0
2020988510	196034560	0
2030912257	196034560	0
2040870705	196034560	0
2050987653	196034560	0
2060917189	196165632	0
2070942977	196165632	0
2080945480	196165632	0
2090972670	196165632	0
2100910951	196165632	0
2110978880	196165632	0
2120964244	196165632	0
2130995289	196075520	0
2140864539	196075520	0
2150922132	196075520	0
2160980117	196075520	0
2170944385	196206592	0
2180943186	196206592	0
2190987900	196206592	0
2200967505	196206592	0
2210965025	196206592	0
2220994787	196206592	0
2230988243	196337664	0
2240962359	196337664	0
2250981071	196272128	0
2260963686	196272128	0
2270909992	196272128	0
2280967699	198238208	0
2290932957	198238208	0
2300911479	198238208	0
2310950341	198238208	0
2320957310	198238208	0
2330916698	198238208	0
2340947554	198238208	0
2350972134	198238208	0
2360949622	198238208	0
2370962963	198238208	0
2380992909	198238208	0
2390974417	198238208	0
2400918125	198238208	0
2410983969	198238208	0
2420880938	198238208	0
2430954718	198238208	0
2440906182	198238208	0
2450907173	198238208	0
2460906996	198238208	0
2470967408	198238208	0
2480951041	198238208	0
2490976893	198238208	0
2500933245	198238208	0
2511002619	198238208	0
2520946978	198238208	0
2530959563	198238208	0
2540968509	198238208	0
2550976533	198238208	0
2560967806	198238208	0
2570954963	198238208	0
2580988179	198238208	0
2591002669	198238208	0
2600966207	198238208	0
2611025562	206233600	0
2620944821	209903616	0
2630942658	209903616	0
2640854991	209903616	0
2650955354	209903616	0
2660985640	209903616	0
2670981952	209788928	0
2680955943	209788928	0
2690955202	209788928	0
2700943106	209674240	0
2710927446	209674240	0
2720907621	209674240	0
2730922368	209674240	0
2740960601	209674240	0
2750976536	209674240	0
2760900435	209674240	0
2770995775	209674240	0
2780966436	209674240	0
